"","bins","chr","mark"
"31",1,"1","ScnbKXS_3754-HRSCAF-4434_14124243"
"32",1,"1","ScnbKXS_3754-HRSCAF-4434_14126827"
"33",1,"1","ScnbKXS_3754-HRSCAF-4434_14134758"
"34",1,"1","ScnbKXS_3947-HRSCAF-4656_1528777"
"35",1,"1","ScnbKXS_3947-HRSCAF-4656_1529503"
"36",1,"1","ScnbKXS_3947-HRSCAF-4656_1533993"
"37",1,"1","ScnbKXS_3947-HRSCAF-4656_1534638"
"38",1,"1","ScnbKXS_3947-HRSCAF-4656_2084075"
"39",1,"1","ScnbKXS_3947-HRSCAF-4656_2084144"
"40",1,"1","ScnbKXS_3947-HRSCAF-4656_2193865"
"41",1,"1","ScnbKXS_4254-HRSCAF-5010_1153638"
"42",1,"1","ScnbKXS_4254-HRSCAF-5010_1153689"
"43",1,"1","ScnbKXS_4254-HRSCAF-5010_4743500"
"44",1,"1","ScnbKXS_4254-HRSCAF-5010_4743654"
"45",1,"1","ScnbKXS_4254-HRSCAF-5010_4743691"
"46",1,"1","ScnbKXS_4254-HRSCAF-5010_4743721"
"47",1,"1","ScnbKXS_4254-HRSCAF-5010_4743724"
"48",1,"1","ScnbKXS_4254-HRSCAF-5010_4743763"
"49",1,"1","ScnbKXS_4254-HRSCAF-5010_4744687"
"50",1,"1","ScnbKXS_4254-HRSCAF-5010_4744761"
"51",1,"1","ScnbKXS_4254-HRSCAF-5010_4822878"
"52",1,"1","ScnbKXS_4254-HRSCAF-5010_4823118"
"53",1,"1","ScnbKXS_4254-HRSCAF-5010_8075128"
"54",1,"1","ScnbKXS_4254-HRSCAF-5010_8076104"
"55",1,"1","ScnbKXS_4254-HRSCAF-5010_8636683"
"56",1,"1","ScnbKXS_4254-HRSCAF-5010_12284381"
"57",1,"1","ScnbKXS_4254-HRSCAF-5010_12284382"
"58",1,"1","ScnbKXS_4254-HRSCAF-5010_12999412"
"59",1,"1","ScnbKXS_4254-HRSCAF-5010_12999502"
"60",1,"1","ScnbKXS_4254-HRSCAF-5010_13129774"
"61",1,"1","ScnbKXS_4254-HRSCAF-5010_13222819"
"62",1,"1","ScnbKXS_4254-HRSCAF-5010_13224187"
"63",1,"1","ScnbKXS_4254-HRSCAF-5010_14237099"
"64",1,"1","ScnbKXS_7031-HRSCAF-8233_4442218"
"65",1,"1","ScnbKXS_7908-HRSCAF-9232_638079"
"66",1,"1","ScnbKXS_8275-HRSCAF-9667_2663217"
"67",1,"1","ScnbKXS_8275-HRSCAF-9667_15436647"
"68",1,"1","ScnbKXS_9691-HRSCAF-11300_58502"
"69",1,"1","ScnbKXS_9691-HRSCAF-11300_58544"
"70",1,"1","ScnbKXS_9691-HRSCAF-11300_58741"
"71",1,"1","ScnbKXS_9691-HRSCAF-11300_58760"
"72",1,"1","ScnbKXS_9691-HRSCAF-11300_58968"
"73",1,"1","ScnbKXS_9691-HRSCAF-11300_60381"
"74",1,"1","ScnbKXS_9691-HRSCAF-11300_60764"
"75",1,"1","ScnbKXS_9691-HRSCAF-11300_60800"
"76",1,"1","ScnbKXS_9691-HRSCAF-11300_60838"
"77",1,"1","ScnbKXS_9691-HRSCAF-11300_60857"
"78",1,"1","ScnbKXS_9840-HRSCAF-11473_14619879"
"79",1,"1","ScnbKXS_10817-HRSCAF-12603_1575648"
"80",1,"1","ScnbKXS_11131-HRSCAF-12978_7229572"
"81",1,"1","ScnbKXS_11131-HRSCAF-12978_7230463"
"82",1,"1","ScnbKXS_11131-HRSCAF-12978_7230472"
"83",1,"1","ScnbKXS_11131-HRSCAF-12978_7475714"
"84",1,"1","ScnbKXS_11131-HRSCAF-12978_7491354"
"85",1,"1","ScnbKXS_11131-HRSCAF-12978_7541684"
"86",1,"1","ScnbKXS_11131-HRSCAF-12978_7541705"
"87",1,"1","ScnbKXS_11131-HRSCAF-12978_8243574"
"88",1,"1","ScnbKXS_11131-HRSCAF-12978_8260967"
"89",1,"1","ScnbKXS_11131-HRSCAF-12978_8261295"
"90",1,"1","ScnbKXS_11131-HRSCAF-12978_9123878"
"91",1,"1","ScnbKXS_11131-HRSCAF-12978_9124386"
"92",1,"1","ScnbKXS_11131-HRSCAF-12978_9124574"
"93",1,"1","ScnbKXS_11131-HRSCAF-12978_9124958"
"94",1,"1","ScnbKXS_11131-HRSCAF-12978_9124970"
"95",1,"1","ScnbKXS_11131-HRSCAF-12978_9125069"
"96",1,"1","ScnbKXS_11131-HRSCAF-12978_9189177"
"97",1,"1","ScnbKXS_11131-HRSCAF-12978_10241428"
"98",1,"1","ScnbKXS_11414-HRSCAF-13308_335082"
"99",1,"1","ScnbKXS_11414-HRSCAF-13308_335366"
"100",1,"1","ScnbKXS_11414-HRSCAF-13308_338203"
"101",1,"1","ScnbKXS_11414-HRSCAF-13308_339563"
"102",1,"1","ScnbKXS_11414-HRSCAF-13308_358739"
"103",1,"1","ScnbKXS_11414-HRSCAF-13308_359622"
"104",1,"1","ScnbKXS_11414-HRSCAF-13308_359779"
"105",1,"1","ScnbKXS_11414-HRSCAF-13308_361032"
"106",1,"1","ScnbKXS_13921-HRSCAF-16245_279142"
"107",1,"1","ScnbKXS_13921-HRSCAF-16245_373412"
"108",1,"1","ScnbKXS_13921-HRSCAF-16245_551013"
"109",1,"1","ScnbKXS_13921-HRSCAF-16245_551166"
"110",1,"1","ScnbKXS_13921-HRSCAF-16245_551212"
"111",1,"1","ScnbKXS_13921-HRSCAF-16245_551898"
"112",1,"1","ScnbKXS_13921-HRSCAF-16245_1321061"
"113",1,"1","ScnbKXS_13921-HRSCAF-16245_1321106"
"114",1,"1","ScnbKXS_13921-HRSCAF-16245_1321119"
"115",1,"1","ScnbKXS_13921-HRSCAF-16245_1321359"
"116",1,"1","ScnbKXS_13921-HRSCAF-16245_1321595"
"117",1,"1","ScnbKXS_13921-HRSCAF-16245_1748447"
"118",1,"1","ScnbKXS_13921-HRSCAF-16245_2948033"
"119",1,"1","ScnbKXS_13921-HRSCAF-16245_3628911"
"120",1,"1","ScnbKXS_13921-HRSCAF-16245_4561450"
"121",1,"1","ScnbKXS_13921-HRSCAF-16245_4561505"
"122",1,"1","ScnbKXS_13921-HRSCAF-16245_4561659"
"123",1,"1","ScnbKXS_13921-HRSCAF-16245_5143198"
"124",1,"1","ScnbKXS_13921-HRSCAF-16245_5143769"
"125",1,"1","ScnbKXS_13921-HRSCAF-16245_5143910"
"126",1,"1","ScnbKXS_13921-HRSCAF-16245_5144181"
"127",1,"1","ScnbKXS_13921-HRSCAF-16245_5144246"
"128",1,"1","ScnbKXS_13921-HRSCAF-16245_5144272"
"129",1,"1","ScnbKXS_13921-HRSCAF-16245_5144277"
"130",1,"1","ScnbKXS_13921-HRSCAF-16245_5144296"
"131",1,"1","ScnbKXS_13921-HRSCAF-16245_5770341"
"132",1,"1","ScnbKXS_13921-HRSCAF-16245_7488089"
"133",1,"1","ScnbKXS_13921-HRSCAF-16245_7489043"
"134",1,"1","ScnbKXS_13921-HRSCAF-16245_8841807"
"135",1,"1","ScnbKXS_13921-HRSCAF-16245_8842556"
"136",1,"1","ScnbKXS_13921-HRSCAF-16245_9723275"
"137",1,"1","ScnbKXS_14162-HRSCAF-16520_14037604"
"138",1,"1","ScnbKXS_14162-HRSCAF-16520_14037615"
"139",1,"1","ScnbKXS_14162-HRSCAF-16520_14037642"
"140",1,"1","ScnbKXS_14162-HRSCAF-16520_39573094"
"141",1,"1","ScnbKXS_14162-HRSCAF-16520_39573141"
"142",1,"1","ScnbKXS_14162-HRSCAF-16520_39573150"
"143",1,"1","ScnbKXS_14162-HRSCAF-16520_40575933"
"144",1,"1","ScnbKXS_14162-HRSCAF-16520_81240560"
"145",1,"1","ScnbKXS_14162-HRSCAF-16520_81245816"
"146",1,"1","ScnbKXS_14162-HRSCAF-16520_81246060"
"147",1,"1","ScnbKXS_14162-HRSCAF-16520_81246061"
"148",1,"1","ScnbKXS_14162-HRSCAF-16520_81246545"
"149",1,"1","ScnbKXS_14162-HRSCAF-16520_81246660"
"150",1,"1","ScnbKXS_14162-HRSCAF-16520_118420707"
"151",1,"1","ScnbKXS_14162-HRSCAF-16520_118420791"
"152",1,"1","ScnbKXS_14162-HRSCAF-16520_120649433"
"153",1,"1","ScnbKXS_14162-HRSCAF-16520_126031591"
"154",1,"1","ScnbKXS_14219-HRSCAF-16584_159510"
"155",1,"1","ScnbKXS_14219-HRSCAF-16584_159736"
"156",1,"1","ScnbKXS_15747-HRSCAF-18436_3604068"
"157",1,"1","ScnbKXS_15747-HRSCAF-18436_3604493"
"158",1,"1","ScnbKXS_15822-HRSCAF-18587_447705"
"159",1,"1","ScnbKXS_15927-HRSCAF-18817_85804"
"160",1,"1","ScnbKXS_15927-HRSCAF-18817_1740433"
"161",1,"1","ScnbKXS_15927-HRSCAF-18817_2020319"
"162",1,"1","ScnbKXS_15927-HRSCAF-18817_2138953"
"163",1,"1","ScnbKXS_15927-HRSCAF-18817_3889377"
"164",1,"1","ScnbKXS_15927-HRSCAF-18817_4409030"
"165",1,"1","ScnbKXS_15927-HRSCAF-18817_4409031"
"166",1,"1","ScnbKXS_15927-HRSCAF-18817_4411233"
"167",1,"1","ScnbKXS_15927-HRSCAF-18817_4411514"
"168",1,"1","ScnbKXS_15927-HRSCAF-18817_4862202"
"169",1,"1","ScnbKXS_15927-HRSCAF-18817_5909272"
"170",1,"1","ScnbKXS_16133-HRSCAF-19278_34252"
"171",1,"1","ScnbKXS_16133-HRSCAF-19278_584686"
"172",1,"1","ScnbKXS_16133-HRSCAF-19278_1334306"
"173",1,"1","ScnbKXS_16133-HRSCAF-19278_2538601"
"174",1,"1","ScnbKXS_16133-HRSCAF-19278_2538661"
"175",1,"1","ScnbKXS_16133-HRSCAF-19278_2538740"
"176",1,"1","ScnbKXS_16133-HRSCAF-19278_2538835"
"177",1,"1","ScnbKXS_16133-HRSCAF-19278_3153656"
"178",1,"1","ScnbKXS_16133-HRSCAF-19278_3663758"
"179",1,"1","ScnbKXS_16133-HRSCAF-19278_3690980"
"180",1,"1","ScnbKXS_16133-HRSCAF-19278_3691151"
"181",1,"1","ScnbKXS_16133-HRSCAF-19278_4468840"
"182",1,"1","ScnbKXS_16133-HRSCAF-19278_4477881"
"183",1,"1","ScnbKXS_16133-HRSCAF-19278_5535424"
"184",1,"1","ScnbKXS_16133-HRSCAF-19278_10627396"
"185",1,"1","ScnbKXS_16321-HRSCAF-19657_308645"
"186",1,"1","ScnbKXS_16655-HRSCAF-20348_731228"
"187",1,"1","ScnbKXS_16655-HRSCAF-20348_1499895"
"188",1,"1","ScnbKXS_16655-HRSCAF-20348_1797011"
"189",1,"1","ScnbKXS_16655-HRSCAF-20348_2202866"
"190",1,"1","ScnbKXS_16655-HRSCAF-20348_2443951"
"191",1,"1","ScnbKXS_16655-HRSCAF-20348_2446774"
"192",1,"1","ScnbKXS_16655-HRSCAF-20348_2787481"
"193",1,"1","ScnbKXS_16655-HRSCAF-20348_4839789"
"194",1,"1","ScnbKXS_16655-HRSCAF-20348_4941068"
"195",1,"1","ScnbKXS_16655-HRSCAF-20348_5540155"
"196",1,"1","ScnbKXS_16655-HRSCAF-20348_5588388"
"197",1,"1","ScnbKXS_16655-HRSCAF-20348_6030582"
"198",1,"1","ScnbKXS_16655-HRSCAF-20348_6030775"
"199",1,"1","ScnbKXS_16655-HRSCAF-20348_6033976"
"200",1,"1","ScnbKXS_16655-HRSCAF-20348_6034003"
"201",1,"1","ScnbKXS_16655-HRSCAF-20348_6034189"
"202",1,"1","ScnbKXS_16655-HRSCAF-20348_6034225"
"203",1,"1","ScnbKXS_16655-HRSCAF-20348_6433836"
"204",1,"1","ScnbKXS_16655-HRSCAF-20348_6526434"
"205",1,"1","ScnbKXS_16655-HRSCAF-20348_6529597"
"206",1,"1","ScnbKXS_16655-HRSCAF-20348_6529680"
"207",1,"1","ScnbKXS_16655-HRSCAF-20348_6530654"
"208",1,"1","ScnbKXS_16655-HRSCAF-20348_6530660"
"209",1,"1","ScnbKXS_16655-HRSCAF-20348_6656642"
"210",1,"1","ScnbKXS_16655-HRSCAF-20348_6793054"
"211",1,"1","ScnbKXS_16675-HRSCAF-20396_5345272"
"212",1,"1","ScnbKXS_16675-HRSCAF-20396_11284234"
"213",1,"1","ScnbKXS_16918-HRSCAF-20903_3191208"
"214",1,"1","ScnbKXS_16918-HRSCAF-20903_3191314"
"215",1,"1","ScnbKXS_16918-HRSCAF-20903_3191358"
"216",1,"1","ScnbKXS_16918-HRSCAF-20903_3191443"
"217",1,"1","ScnbKXS_17162-HRSCAF-21394_387074"
"218",1,"1","ScnbKXS_17162-HRSCAF-21394_26040659"
"219",1,"1","ScnbKXS_17162-HRSCAF-21394_27103983"
"220",1,"1","ScnbKXS_17162-HRSCAF-21394_27503815"
"221",1,"1","ScnbKXS_17162-HRSCAF-21394_27504028"
"222",1,"1","ScnbKXS_17162-HRSCAF-21394_27504117"
"223",1,"1","ScnbKXS_17162-HRSCAF-21394_32998886"
"224",1,"1","ScnbKXS_17162-HRSCAF-21394_33001219"
"225",1,"1","ScnbKXS_17262-HRSCAF-21554_5913778"
"226",1,"1","ScnbKXS_17263-HRSCAF-21555_9061237"
"227",1,"1","ScnbKXS_17263-HRSCAF-21555_9061263"
"228",1,"1","ScnbKXS_17263-HRSCAF-21555_9061286"
"229",1,"1","ScnbKXS_17263-HRSCAF-21555_9061303"
"230",1,"1","ScnbKXS_17266-HRSCAF-21558_10958436"
"231",1,"1","ScnbKXS_17266-HRSCAF-21558_10993994"
"232",1,"1","ScnbKXS_17266-HRSCAF-21558_26378538"
"233",1,"1","ScnbKXS_17266-HRSCAF-21558_26378807"
"234",1,"1","ScnbKXS_17266-HRSCAF-21558_26378986"
"235",1,"1","ScnbKXS_17266-HRSCAF-21558_26379200"
"236",1,"1","ScnbKXS_17266-HRSCAF-21558_26379338"
"237",1,"1","ScnbKXS_17266-HRSCAF-21558_26379383"
"238",1,"1","ScnbKXS_17266-HRSCAF-21558_37126005"
"239",1,"1","ScnbKXS_17272-HRSCAF-21564_10515560"
"240",1,"1","ScnbKXS_17272-HRSCAF-21564_10515743"
"241",1,"1","ScnbKXS_17272-HRSCAF-21564_10516028"
"242",1,"1","ScnbKXS_17272-HRSCAF-21564_10516109"
"243",1,"1","ScnbKXS_17272-HRSCAF-21564_10516163"
"244",1,"1","ScnbKXS_17272-HRSCAF-21564_10516532"
"245",1,"1","ScnbKXS_17272-HRSCAF-21564_10517512"
"246",1,"1","ScnbKXS_17272-HRSCAF-21564_11297132"
"247",1,"1","ScnbKXS_17272-HRSCAF-21564_14657213"
"248",1,"1","ScnbKXS_17272-HRSCAF-21564_14658023"
"249",1,"1","ScnbKXS_17272-HRSCAF-21564_14658077"
"250",1,"1","ScnbKXS_17272-HRSCAF-21564_14658212"
"251",1,"1","ScnbKXS_17272-HRSCAF-21564_14888801"
"252",1,"1","ScnbKXS_17272-HRSCAF-21564_27807908"
"253",1,"1","ScnbKXS_17272-HRSCAF-21564_27809311"
"254",1,"1","ScnbKXS_17272-HRSCAF-21564_27814772"
"255",1,"1","ScnbKXS_17272-HRSCAF-21564_27815137"
"256",1,"1","ScnbKXS_17272-HRSCAF-21564_27816139"
"257",1,"1","ScnbKXS_17272-HRSCAF-21564_27992190"
"258",1,"1","ScnbKXS_17272-HRSCAF-21564_28005928"
"259",1,"1","ScnbKXS_17272-HRSCAF-21564_29811432"
"260",1,"1","ScnbKXS_17272-HRSCAF-21564_29811592"
"261",1,"1","ScnbKXS_17272-HRSCAF-21564_29813235"
"262",1,"1","ScnbKXS_17272-HRSCAF-21564_30562076"
"263",1,"1","ScnbKXS_17272-HRSCAF-21564_31318410"
"264",1,"1","ScnbKXS_17272-HRSCAF-21564_32486461"
"265",1,"1","ScnbKXS_17272-HRSCAF-21564_32487911"
"266",1,"1","ScnbKXS_17272-HRSCAF-21564_34576866"
"267",1,"1","ScnbKXS_17272-HRSCAF-21564_35527055"
"268",1,"1","ScnbKXS_17272-HRSCAF-21564_35527060"
"269",1,"1","ScnbKXS_17272-HRSCAF-21564_39220226"
"270",1,"1","ScnbKXS_17272-HRSCAF-21564_41117045"
"271",1,"1","ScnbKXS_17272-HRSCAF-21564_41118594"
"272",1,"1","ScnbKXS_17272-HRSCAF-21564_41119578"
"273",1,"1","ScnbKXS_17272-HRSCAF-21564_42347172"
"274",1,"1","ScnbKXS_17272-HRSCAF-21564_43551654"
"275",1,"1","ScnbKXS_17272-HRSCAF-21564_44855864"
"276",1,"1","ScnbKXS_17272-HRSCAF-21564_45497277"
"277",1,"1","ScnbKXS_17272-HRSCAF-21564_52641832"
"278",1,"1","ScnbKXS_17272-HRSCAF-21564_52820898"
"279",2,"1","ScnbKXS_292-HRSCAF-342_44923"
"280",2,"1","ScnbKXS_292-HRSCAF-342_44504"
"281",2,"1","ScnbKXS_292-HRSCAF-342_80554"
"282",2,"1","ScnbKXS_292-HRSCAF-342_82601"
"283",2,"1","ScnbKXS_3947-HRSCAF-4656_2305544"
"284",2,"1","ScnbKXS_14162-HRSCAF-16520_81193040"
"285",2,"1","ScnbKXS_14219-HRSCAF-16584_8104257"
"286",2,"1","ScnbKXS_15927-HRSCAF-18817_84029"
"287",2,"1","ScnbKXS_15927-HRSCAF-18817_2128683"
"288",2,"1","ScnbKXS_15927-HRSCAF-18817_2138788"
"289",2,"1","ScnbKXS_15927-HRSCAF-18817_2720453"
"290",2,"1","ScnbKXS_15927-HRSCAF-18817_3144742"
"291",2,"1","ScnbKXS_15927-HRSCAF-18817_3144820"
"292",2,"1","ScnbKXS_15927-HRSCAF-18817_3145152"
"293",2,"1","ScnbKXS_15927-HRSCAF-18817_3889695"
"294",2,"1","ScnbKXS_15927-HRSCAF-18817_4294673"
"295",2,"1","ScnbKXS_15927-HRSCAF-18817_4939948"
"296",2,"1","ScnbKXS_15927-HRSCAF-18817_5974843"
"297",2,"1","ScnbKXS_15927-HRSCAF-18817_6181996"
"298",2,"1","ScnbKXS_16918-HRSCAF-20903_292944"
"299",3,"1","ScnbKXS_15927-HRSCAF-18817_945668"
"300",3,"1","ScnbKXS_292-HRSCAF-342_44800"
"301",3,"1","ScnbKXS_292-HRSCAF-342_80864"
"302",3,"1","ScnbKXS_292-HRSCAF-342_81465"
"303",3,"1","ScnbKXS_3947-HRSCAF-4656_368143"
"304",3,"1","ScnbKXS_3947-HRSCAF-4656_2110348"
"305",3,"1","ScnbKXS_15927-HRSCAF-18817_300528"
"306",3,"1","ScnbKXS_15927-HRSCAF-18817_301506"
"307",3,"1","ScnbKXS_15927-HRSCAF-18817_936109"
"308",3,"1","ScnbKXS_15927-HRSCAF-18817_936425"
"309",3,"1","ScnbKXS_15927-HRSCAF-18817_936756"
"310",3,"1","ScnbKXS_15927-HRSCAF-18817_942961"
"311",3,"1","ScnbKXS_15927-HRSCAF-18817_947189"
"312",3,"1","ScnbKXS_15927-HRSCAF-18817_950600"
"313",3,"1","ScnbKXS_15927-HRSCAF-18817_950623"
"314",3,"1","ScnbKXS_15927-HRSCAF-18817_1350986"
"315",3,"1","ScnbKXS_15927-HRSCAF-18817_1350998"
"316",3,"1","ScnbKXS_15927-HRSCAF-18817_1677093"
"317",3,"1","ScnbKXS_15927-HRSCAF-18817_1766739"
"318",3,"1","ScnbKXS_15927-HRSCAF-18817_1766824"
"319",3,"1","ScnbKXS_15927-HRSCAF-18817_1965777"
"320",3,"1","ScnbKXS_15927-HRSCAF-18817_1965873"
"321",3,"1","ScnbKXS_15927-HRSCAF-18817_2017772"
"322",3,"1","ScnbKXS_15927-HRSCAF-18817_2130343"
"323",3,"1","ScnbKXS_15927-HRSCAF-18817_2131144"
"324",3,"1","ScnbKXS_15927-HRSCAF-18817_2283755"
"325",3,"1","ScnbKXS_15927-HRSCAF-18817_2284115"
"326",3,"1","ScnbKXS_15927-HRSCAF-18817_2716880"
"327",3,"1","ScnbKXS_15927-HRSCAF-18817_2725231"
"328",3,"1","ScnbKXS_15927-HRSCAF-18817_3037871"
"329",3,"1","ScnbKXS_15927-HRSCAF-18817_3037963"
"330",3,"1","ScnbKXS_15927-HRSCAF-18817_3136489"
"331",3,"1","ScnbKXS_15927-HRSCAF-18817_3144685"
"332",3,"1","ScnbKXS_15927-HRSCAF-18817_3144796"
"333",3,"1","ScnbKXS_15927-HRSCAF-18817_3318738"
"334",3,"1","ScnbKXS_15927-HRSCAF-18817_3319286"
"335",3,"1","ScnbKXS_15927-HRSCAF-18817_3658242"
"336",3,"1","ScnbKXS_15927-HRSCAF-18817_3772244"
"337",3,"1","ScnbKXS_15927-HRSCAF-18817_3890189"
"338",3,"1","ScnbKXS_15927-HRSCAF-18817_4306222"
"339",3,"1","ScnbKXS_15927-HRSCAF-18817_4698235"
"340",3,"1","ScnbKXS_15927-HRSCAF-18817_4861281"
"341",3,"1","ScnbKXS_15927-HRSCAF-18817_4943587"
"342",3,"1","ScnbKXS_15927-HRSCAF-18817_4944565"
"343",3,"1","ScnbKXS_15927-HRSCAF-18817_5450540"
"344",3,"1","ScnbKXS_15927-HRSCAF-18817_5450784"
"345",3,"1","ScnbKXS_15927-HRSCAF-18817_5451438"
"346",3,"1","ScnbKXS_15927-HRSCAF-18817_5975637"
"347",3,"1","ScnbKXS_15927-HRSCAF-18817_6159339"
"348",3,"1","ScnbKXS_15927-HRSCAF-18817_6161274"
"349",3,"1","ScnbKXS_15927-HRSCAF-18817_6162418"
"350",3,"1","ScnbKXS_15927-HRSCAF-18817_6162857"
"351",3,"1","ScnbKXS_15927-HRSCAF-18817_6172801"
"352",3,"1","ScnbKXS_15927-HRSCAF-18817_6173669"
"353",3,"1","ScnbKXS_15927-HRSCAF-18817_6192695"
"354",3,"1","ScnbKXS_15927-HRSCAF-18817_6241261"
"355",3,"1","ScnbKXS_15927-HRSCAF-18817_6248705"
"356",3,"1","ScnbKXS_15927-HRSCAF-18817_6269812"
"357",3,"1","ScnbKXS_15927-HRSCAF-18817_6540970"
"358",3,"1","ScnbKXS_15927-HRSCAF-18817_6541127"
"359",3,"1","ScnbKXS_16918-HRSCAF-20903_2622393"
"360",3,"1","ScnbKXS_16918-HRSCAF-20903_2814808"
"361",4,"1","ScnbKXS_15927-HRSCAF-18817_936064"
"362",4,"1","ScnbKXS_292-HRSCAF-342_80586"
"363",4,"1","ScnbKXS_3947-HRSCAF-4656_370923"
"364",4,"1","ScnbKXS_15927-HRSCAF-18817_84935"
"365",4,"1","ScnbKXS_15927-HRSCAF-18817_297012"
"366",4,"1","ScnbKXS_15927-HRSCAF-18817_597059"
"367",4,"1","ScnbKXS_15927-HRSCAF-18817_1744020"
"368",4,"1","ScnbKXS_15927-HRSCAF-18817_1792286"
"369",4,"1","ScnbKXS_15927-HRSCAF-18817_2284154"
"370",4,"1","ScnbKXS_15927-HRSCAF-18817_3656810"
"371",4,"1","ScnbKXS_15927-HRSCAF-18817_3774080"
"372",4,"1","ScnbKXS_15927-HRSCAF-18817_4307677"
"373",4,"1","ScnbKXS_15927-HRSCAF-18817_4307692"
"374",4,"1","ScnbKXS_15927-HRSCAF-18817_4413254"
"375",4,"1","ScnbKXS_15927-HRSCAF-18817_5451461"
"376",4,"1","ScnbKXS_15927-HRSCAF-18817_5975109"
"377",4,"1","ScnbKXS_15927-HRSCAF-18817_6513795"
"378",4,"1","ScnbKXS_15927-HRSCAF-18817_6515469"
"379",4,"1","ScnbKXS_15927-HRSCAF-18817_6515553"
"380",4,"1","ScnbKXS_16918-HRSCAF-20903_2620934"
"381",4,"1","ScnbKXS_16918-HRSCAF-20903_2620952"
"382",5,"1","ScnbKXS_292-HRSCAF-342_81613"
"383",5,"1","ScnbKXS_292-HRSCAF-342_80589"
"384",6,"1","ScnbKXS_3564-HRSCAF-4214_1602665"
"385",6,"1","ScnbKXS_292-HRSCAF-342_81231"
"386",6,"1","ScnbKXS_3564-HRSCAF-4214_1603960"
"387",6,"1","ScnbKXS_3564-HRSCAF-4214_2671693"
"388",6,"1","ScnbKXS_3564-HRSCAF-4214_3638421"
"389",6,"1","ScnbKXS_3754-HRSCAF-4434_190534"
"390",6,"1","ScnbKXS_3754-HRSCAF-4434_1048411"
"391",6,"1","ScnbKXS_3754-HRSCAF-4434_1049181"
"392",6,"1","ScnbKXS_3754-HRSCAF-4434_1049407"
"393",6,"1","ScnbKXS_3754-HRSCAF-4434_1168249"
"394",6,"1","ScnbKXS_3754-HRSCAF-4434_10227801"
"395",6,"1","ScnbKXS_3754-HRSCAF-4434_13873724"
"396",6,"1","ScnbKXS_3754-HRSCAF-4434_20895054"
"397",6,"1","ScnbKXS_3754-HRSCAF-4434_20897926"
"398",6,"1","ScnbKXS_3754-HRSCAF-4434_21009905"
"399",6,"1","ScnbKXS_3754-HRSCAF-4434_21677936"
"400",6,"1","ScnbKXS_3754-HRSCAF-4434_21677952"
"401",6,"1","ScnbKXS_3754-HRSCAF-4434_21678110"
"402",6,"1","ScnbKXS_3947-HRSCAF-4656_2108672"
"403",6,"1","ScnbKXS_3947-HRSCAF-4656_2108782"
"404",6,"1","ScnbKXS_3947-HRSCAF-4656_2108889"
"405",6,"1","ScnbKXS_3947-HRSCAF-4656_2305638"
"406",6,"1","ScnbKXS_3947-HRSCAF-4656_2305662"
"407",6,"1","ScnbKXS_4254-HRSCAF-5010_4743640"
"408",6,"1","ScnbKXS_4254-HRSCAF-5010_5361165"
"409",6,"1","ScnbKXS_4254-HRSCAF-5010_7289611"
"410",6,"1","ScnbKXS_4254-HRSCAF-5010_7298460"
"411",6,"1","ScnbKXS_4254-HRSCAF-5010_7777340"
"412",6,"1","ScnbKXS_4254-HRSCAF-5010_8635358"
"413",6,"1","ScnbKXS_4254-HRSCAF-5010_9021085"
"414",6,"1","ScnbKXS_4254-HRSCAF-5010_9250692"
