"","mark","chr","pos","neglog10P","missing","AA","AB","BB"
"42","ScnbKXS_17151-HRSCAF-21375_2019519","L.11",32.6569984888859,12.8985461125266,0.010989010989011,0.566666666666667,0.433333333333333,0
"43","ScnbKXS_17151-HRSCAF-21375_2019581","L.11",32.6569984888859,13.74371245259,0.021978021978022,0.584269662921348,0.415730337078652,0
"44","ScnbKXS_17151-HRSCAF-21375_2187372","L.11",33.2064711568553,12.1244519920353,0,0.549450549450549,0.450549450549451,0
"45","ScnbKXS_17151-HRSCAF-21375_2174571","L.11",33.2064711568553,12.3050103205921,0.010989010989011,0.555555555555556,0.444444444444444,0
"46","ScnbKXS_17151-HRSCAF-21375_2174850","L.11",33.2064711568553,12.096088353919,0.032967032967033,0.556818181818182,0.443181818181818,0
"47","ScnbKXS_17151-HRSCAF-21375_2719963","L.11",34.3055492423832,11.0554194211965,0,0.527472527472527,0.472527472527473,0
"48","ScnbKXS_17151-HRSCAF-21375_3080517","L.11",34.3055492423832,11.0554194211965,0,0.527472527472527,0.472527472527473,0
"49","ScnbKXS_17151-HRSCAF-21375_3462326","L.11",35.4046273279111,11.0554194211965,0,0.527472527472527,0.472527472527473,0
"50","ScnbKXS_17151-HRSCAF-21375_3436139","L.11",35.9540999958805,10.563855337284,0,0.516483516483517,0.483516483516484,0
"51","ScnbKXS_17151-HRSCAF-21375_2595962","L.11",37.0531780814084,11.5285444287045,0.032967032967033,0.545454545454545,0.454545454545455,0
"52","ScnbKXS_17151-HRSCAF-21375_2587608","L.11",37.0531780814084,11.7404274941179,0.010989010989011,0.544444444444444,0.455555555555556,0
"53","ScnbKXS_17151-HRSCAF-21375_2595986","L.11",37.0531780814084,11.2047976331039,0.010989010989011,0.533333333333333,0.466666666666667,0
"54","ScnbKXS_17151-HRSCAF-21375_2599242","L.11",37.0531780814084,11.5756183061136,0,0.538461538461538,0.461538461538462,0
"55","ScnbKXS_17151-HRSCAF-21375_2020154","L.11",38.1522561669363,11.7404274941179,0.010989010989011,0.544444444444444,0.455555555555556,0
"56","ScnbKXS_17151-HRSCAF-21375_2594174","L.11",39.2513342524642,10.482289540483,0.032967032967033,0.522727272727273,0.477272727272727,0
"57","ScnbKXS_17151-HRSCAF-21375_2345120","L.11",39.2513342524642,10.563855337284,0,0.516483516483517,0.483516483516484,0
"58","ScnbKXS_17151-HRSCAF-21375_2965546","L.11",39.8008069204336,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"59","ScnbKXS_17151-HRSCAF-21375_3317617","L.11",39.8008069204336,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"60","ScnbKXS_17151-HRSCAF-21375_3818974","L.11",41.4497561152285,9.77162584282317,0.010989010989011,0.5,0.5,0
"61","ScnbKXS_17151-HRSCAF-21375_4356582","L.11",42.5488342007564,9.35180784365002,0.010989010989011,0.488888888888889,0.511111111111111,0
"62","ScnbKXS_17151-HRSCAF-21375_4082110","L.11",42.5488342007564,9.35180784365002,0.010989010989011,0.488888888888889,0.511111111111111,0
"63","ScnbKXS_17151-HRSCAF-21375_4837426","L.11",43.0983068687258,10.2203968074565,0.010989010989011,0.511111111111111,0.488888888888889,0
"64","ScnbKXS_17151-HRSCAF-21375_4838855","L.11",43.0983068687258,10.2203968074565,0.010989010989011,0.511111111111111,0.488888888888889,0
"65","ScnbKXS_17151-HRSCAF-21375_4840298","L.11",43.0983068687258,9.44956476635559,0.021978021978022,0.49438202247191,0.50561797752809,0
"66","ScnbKXS_17151-HRSCAF-21375_4856951","L.11",44.1973849542537,10.840283051102,0.021978021978022,0.528089887640449,0.471910112359551,0
"67","ScnbKXS_17151-HRSCAF-21375_4621362","L.11",44.1973849542537,11.3624123720418,0.021978021978022,0.539325842696629,0.460674157303371,0
"68","ScnbKXS_17151-HRSCAF-21375_4632563","L.11",44.1973849542537,11.3624123720418,0.021978021978022,0.539325842696629,0.460674157303371,0
"69","ScnbKXS_17151-HRSCAF-21375_4630603","L.11",44.1973849542537,10.482289540483,0.032967032967033,0.522727272727273,0.477272727272727,0
"70","ScnbKXS_17151-HRSCAF-21375_4633436","L.11",44.1973849542537,10.1310419657776,0.043956043956044,0.517241379310345,0.482758620689655,0
"71","ScnbKXS_17151-HRSCAF-21375_4858069","L.11",44.1973849542537,11.1493876474818,0.043956043956044,0.540229885057471,0.459770114942529,0
"72","ScnbKXS_17151-HRSCAF-21375_4619622","L.11",44.1973849542537,11.0554194211965,0,0.527472527472527,0.472527472527473,0
"73","ScnbKXS_17151-HRSCAF-21375_4412588","L.11",44.7468576222231,12.096088353919,0.032967032967033,0.556818181818182,0.443181818181818,0
"74","ScnbKXS_17151-HRSCAF-21375_4314505","L.11",45.2963302901924,10.6981207375501,0.010989010989011,0.522222222222222,0.477777777777778,0
"75","ScnbKXS_17151-HRSCAF-21375_4314896","L.11",45.2963302901924,10.6981207375501,0.010989010989011,0.522222222222222,0.477777777777778,0
"76","ScnbKXS_17151-HRSCAF-21375_4355916","L.11",45.2963302901924,9.6667961402948,0.043956043956044,0.505747126436782,0.494252873563218,0
"77","ScnbKXS_17151-HRSCAF-21375_5101197","L.11",46.9452794849874,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"78","ScnbKXS_17151-HRSCAF-21375_5087754","L.11",46.9452794849874,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"79","ScnbKXS_17151-HRSCAF-21375_5424919","L.11",48.0443575705153,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"80","ScnbKXS_17151-HRSCAF-21375_5400582","L.11",48.0443575705153,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"81","ScnbKXS_17151-HRSCAF-21375_5263912","L.11",49.1434356560432,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"82","ScnbKXS_17151-HRSCAF-21375_5422177","L.11",50.7923848508381,10.6981207375501,0.010989010989011,0.522222222222222,0.477777777777778,0
"83","ScnbKXS_17151-HRSCAF-21375_5422817","L.11",50.7923848508381,10.840283051102,0.021978021978022,0.528089887640449,0.471910112359551,0
"84","ScnbKXS_17151-HRSCAF-21375_5611738","L.11",52.0014116431736,10.6252391348399,0.043956043956044,0.528735632183908,0.471264367816092,0
"85","ScnbKXS_17151-HRSCAF-21375_5619315","L.11",52.0014116431736,10.840283051102,0.021978021978022,0.528089887640449,0.471910112359551,0
"86","ScnbKXS_17151-HRSCAF-21375_5715132","L.11",52.550884311143,10.563855337284,0,0.516483516483517,0.483516483516484,0
"87","ScnbKXS_17151-HRSCAF-21375_5864183","L.11",52.550884311143,10.6981207375501,0.010989010989011,0.522222222222222,0.477777777777778,0
"88","ScnbKXS_17151-HRSCAF-21375_5868166","L.11",53.1003569791124,9.55447860187154,0.032967032967033,0.5,0.5,0
"89","ScnbKXS_17151-HRSCAF-21375_5910223","L.11",53.6498296470818,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"90","ScnbKXS_17151-HRSCAF-21375_5910130","L.11",54.7489077326097,10.2203968074565,0.010989010989011,0.511111111111111,0.488888888888889,0
"91","ScnbKXS_17151-HRSCAF-21375_6071283","L.11",55.8479858181376,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"92","ScnbKXS_17151-HRSCAF-21375_6149948","L.11",55.8479858181376,9.88385924825884,0.021978021978022,0.50561797752809,0.49438202247191,0
"93","ScnbKXS_17151-HRSCAF-21375_6425612","L.11",56.9470639036655,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"94","ScnbKXS_17151-HRSCAF-21375_6372995","L.11",57.4965365716349,9.77162584282317,0.010989010989011,0.5,0.5,0
"95","ScnbKXS_17151-HRSCAF-21375_6370560","L.11",57.4965365716349,9.88385924825884,0.021978021978022,0.50561797752809,0.49438202247191,0
"96","ScnbKXS_17151-HRSCAF-21375_6298875","L.11",58.7055633639704,8.38484459947301,0.032967032967033,0.465909090909091,0.534090909090909,0
"97","ScnbKXS_17151-HRSCAF-21375_6425580","L.11",59.2550360319398,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"98","ScnbKXS_17151-HRSCAF-21375_6747021","L.11",60.9039852267347,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"99","ScnbKXS_17151-HRSCAF-21375_6586361","L.11",62.0030633122626,10.347432009841,0.021978021978022,0.51685393258427,0.48314606741573,0
"100","ScnbKXS_17151-HRSCAF-21375_6736488","L.11",62.0030633122626,10.563855337284,0,0.516483516483517,0.483516483516484,0
"101","ScnbKXS_17151-HRSCAF-21375_7244307","L.11",63.1021413977905,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"102","ScnbKXS_17151-HRSCAF-21375_7244527","L.11",63.1021413977905,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"103","ScnbKXS_17151-HRSCAF-21375_7236303","L.11",64.2012194833184,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"104","ScnbKXS_17151-HRSCAF-21375_7234739","L.11",64.2012194833184,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"105","ScnbKXS_17151-HRSCAF-21375_7335449","L.11",64.7506921512878,8.53555693279083,0,0.461538461538462,0.538461538461538,0
"106","ScnbKXS_17151-HRSCAF-21375_7334304","L.11",64.7506921512878,8.53555693279083,0,0.461538461538462,0.538461538461538,0
"107","ScnbKXS_17151-HRSCAF-21375_7702185","L.11",65.3001648192572,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"108","ScnbKXS_17151-HRSCAF-21375_7719256","L.11",65.3001648192572,8.88394701168026,0,0.472527472527473,0.527472527472527,0
"109","ScnbKXS_17151-HRSCAF-21375_7990780","L.11",65.8496374872266,8.53555693279083,0,0.461538461538462,0.538461538461538,0
"110","ScnbKXS_17151-HRSCAF-21375_7966543","L.11",65.8496374872266,8.53555693279083,0,0.461538461538462,0.538461538461538,0
"111","ScnbKXS_17151-HRSCAF-21375_8697635","L.11",68.1589704905019,7.42834462727925,0,0.417582417582418,0.582417582417582,0
"112","ScnbKXS_17151-HRSCAF-21375_8573700","L.11",69.2580485760298,7.96206550155962,0.010989010989011,0.444444444444444,0.555555555555556,0
"113","ScnbKXS_17151-HRSCAF-21375_8813665","L.11",69.8075212439992,8.21580165490602,0,0.450549450549451,0.549450549450549,0
"114","ScnbKXS_17151-HRSCAF-21375_8115990","L.11",71.4564704387941,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"115","ScnbKXS_17151-HRSCAF-21375_8111409","L.11",71.4564704387941,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"116","ScnbKXS_17151-HRSCAF-21375_7705132","L.11",72.0059431067635,10.1310419657776,0.043956043956044,0.517241379310345,0.482758620689655,0
"117","ScnbKXS_17151-HRSCAF-21375_7800250","L.11",72.0059431067635,9.66663157247293,0,0.494505494505495,0.505494505494505,0
"118","ScnbKXS_17151-HRSCAF-21375_7342559","L.11",72.5554157747329,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"119","ScnbKXS_17151-HRSCAF-21375_7359773","L.11",72.5554157747329,9.26097189157429,0,0.483516483516484,0.516483516483517,0
"120","ScnbKXS_17151-HRSCAF-21375_7682921","L.11",73.6544938602608,10.1009260543762,0,0.505494505494505,0.494505494505495,0
"121","ScnbKXS_17151-HRSCAF-21375_7774365","L.11",75.9638268635362,9.0609621451633,0.032967032967033,0.522727272727273,0.431818181818182,0.0454545454545455
"122","ScnbKXS_17151-HRSCAF-21375_7272527","L.12",0,19.8797105974505,0,0.472527472527473,0,0.527472527472527
"123","ScnbKXS_16357-HRSCAF-19718_387069","L.13",0,10.8959660015283,0.010989010989011,0.544444444444444,0.177777777777778,0.277777777777778
"124","ScnbKXS_15747-HRSCAF-18436_101268","L.13",10.9222878135324,21.4734493829941,0.010989010989011,0.611111111111111,0,0.388888888888889
"125","ScnbKXS_8683-HRSCAF-10151_1506943","L.13",11.4970257691499,20.7363415825603,0.021978021978022,0.595505617977528,0,0.404494382022472
"126","ScnbKXS_14162-HRSCAF-16520_46482336","L.15",0,9.26097189157429,0,0,0.516483516483517,0.483516483516484
"127","ScnbKXS_14162-HRSCAF-16520_65242626","L.15",0.549472667969379,8.88394701168026,0,0,0.527472527472527,0.472527472527473
"128","ScnbKXS_14162-HRSCAF-16520_58581703","L.15",1.09894533593876,9.26097189157429,0,0,0.516483516483517,0.483516483516484
"129","ScnbKXS_14162-HRSCAF-16520_76894117","L.15",2.19802342146666,9.44956476635559,0.021978021978022,0,0.50561797752809,0.49438202247191
"130","ScnbKXS_9840-HRSCAF-11473_3060557","L.15",2.74749608943604,8.88394701168026,0,0,0.527472527472527,0.472527472527473
"131","ScnbKXS_14162-HRSCAF-16520_49924769","L.15",3.29696875740542,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"132","ScnbKXS_14162-HRSCAF-16520_45501859","L.15",3.8464414253748,8.88394701168026,0,0,0.527472527472527,0.472527472527473
"133","ScnbKXS_14162-HRSCAF-16520_44048700","L.15",4.39591409334417,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"134","ScnbKXS_14162-HRSCAF-16520_43884454","L.15",4.94538676131355,8.21580165490602,0,0,0.549450549450549,0.450549450549451
"135","ScnbKXS_14162-HRSCAF-16520_42308572","L.15",6.04446484684145,9.13498961366954,0.032967032967033,0,0.511363636363636,0.488636363636364
"136","ScnbKXS_14162-HRSCAF-16520_41189503","L.15",6.59393751481083,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"137","ScnbKXS_14162-HRSCAF-16520_40364410","L.15",7.69301560033873,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"138","ScnbKXS_14162-HRSCAF-16520_39372796","L.15",8.24248826830811,8.26607163889189,0.010989010989011,0,0.544444444444444,0.455555555555556
"139","ScnbKXS_14162-HRSCAF-16520_39345627","L.15",8.24248826830811,8.26607163889189,0.010989010989011,0,0.544444444444444,0.455555555555556
"140","ScnbKXS_14162-HRSCAF-16520_38601644","L.15",8.79196093627749,7.92468117802582,0,0,0.56043956043956,0.43956043956044
"141","ScnbKXS_14162-HRSCAF-16520_38166754","L.15",9.34143360424687,8.21580165490602,0,0,0.549450549450549,0.450549450549451
"142","ScnbKXS_14162-HRSCAF-16520_37779818","L.15",9.89090627221625,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"143","ScnbKXS_14162-HRSCAF-16520_37981502","L.15",10.4403789401856,8.88394701168026,0,0,0.527472527472527,0.472527472527473
"144","ScnbKXS_14162-HRSCAF-16520_37293065","L.15",10.989851608155,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"145","ScnbKXS_14162-HRSCAF-16520_37307413","L.15",11.5393242761244,8.21580165490602,0,0,0.549450549450549,0.450549450549451
"146","ScnbKXS_14162-HRSCAF-16520_36571328","L.15",12.0887969440938,8.53555693279083,0,0,0.538461538461538,0.461538461538462
"147","ScnbKXS_14162-HRSCAF-16520_36262660","L.15",13.1878750296217,9.26097189157429,0,0,0.516483516483517,0.483516483516484
"148","ScnbKXS_14162-HRSCAF-16520_36008114","L.15",14.2869531151496,10.1009260543762,0,0,0.494505494505495,0.505494505494505
"149","ScnbKXS_14162-HRSCAF-16520_35278102","L.15",15.3860312006775,9.26097189157429,0,0,0.516483516483517,0.483516483516484
"150","ScnbKXS_14162-HRSCAF-16520_35445257","L.15",15.3860312006775,9.26097189157429,0,0,0.516483516483517,0.483516483516484
"151","ScnbKXS_8932-HRSCAF-10440_20951160","L.15",15.9355038686468,9.77162584282317,0.010989010989011,0,0.5,0.5
"152","ScnbKXS_8932-HRSCAF-10440_20927530","L.15",15.9355038686468,10.347432009841,0.021978021978022,0,0.48314606741573,0.51685393258427
"153","ScnbKXS_8932-HRSCAF-10440_20918332","L.15",16.4849765366162,10.6252391348399,0.043956043956044,0,0.471264367816092,0.528735632183908
"154","ScnbKXS_14162-HRSCAF-16520_34047412","L.15",17.6940033289517,10.1009260543762,0,0,0.494505494505495,0.505494505494505
"155","ScnbKXS_14162-HRSCAF-16520_34437157","L.15",17.6940033289517,10.2203968074565,0.010989010989011,0,0.488888888888889,0.511111111111111
"156","ScnbKXS_14162-HRSCAF-16520_33821408","L.15",18.2434759969211,9.66663157247293,0,0,0.505494505494505,0.494505494505495
"157","ScnbKXS_14162-HRSCAF-16520_33824661","L.15",18.2434759969211,9.66663157247293,0,0,0.505494505494505,0.494505494505495
"158","ScnbKXS_14162-HRSCAF-16520_33114162","L.15",19.8924251917161,10.1009260543762,0,0,0.494505494505495,0.505494505494505
"159","ScnbKXS_14162-HRSCAF-16520_33059530","L.15",19.8924251917161,10.1009260543762,0,0,0.494505494505495,0.505494505494505
"160","ScnbKXS_14162-HRSCAF-16520_33093403","L.15",20.4418978596854,10.563855337284,0,0,0.483516483516484,0.516483516483517
"161","ScnbKXS_14162-HRSCAF-16520_32981465","L.15",21.5409759452133,10.2203968074565,0.010989010989011,0,0.488888888888889,0.511111111111111
"162","ScnbKXS_14162-HRSCAF-16520_32981343","L.15",21.5409759452133,10.2203968074565,0.010989010989011,0,0.488888888888889,0.511111111111111
"163","ScnbKXS_14162-HRSCAF-16520_32869361","L.15",21.5409759452133,10.2203968074565,0.010989010989011,0,0.488888888888889,0.511111111111111
"164","ScnbKXS_14162-HRSCAF-16520_32870503","L.15",21.5409759452133,10.2203968074565,0.010989010989011,0,0.488888888888889,0.511111111111111
"165","ScnbKXS_14162-HRSCAF-16520_32981474","L.15",21.5409759452133,10.347432009841,0.021978021978022,0,0.48314606741573,0.51685393258427
"166","ScnbKXS_14162-HRSCAF-16520_31848981","L.15",22.0904486131827,10.563855337284,0,0,0.483516483516484,0.516483516483517
"167","ScnbKXS_14162-HRSCAF-16520_31846353","L.15",22.0904486131827,10.563855337284,0,0,0.483516483516484,0.516483516483517
"168","ScnbKXS_14162-HRSCAF-16520_32586047","L.15",22.6399212811521,11.0554194211965,0,0,0.472527472527473,0.527472527472527
"169","ScnbKXS_14162-HRSCAF-16520_31785267","L.15",22.6399212811521,11.0554194211965,0,0,0.472527472527473,0.527472527472527
"170","ScnbKXS_14162-HRSCAF-16520_30620484","L.15",23.73899936668,12.1244519920353,0,0,0.450549450549451,0.549450549450549
"171","ScnbKXS_14162-HRSCAF-16520_30778055","L.15",23.73899936668,12.3050103205921,0.010989010989011,0,0.444444444444444,0.555555555555556
"172","ScnbKXS_14162-HRSCAF-16520_31355850","L.15",24.2884720346494,11.5756183061136,0,0,0.461538461538462,0.538461538461538
"173","ScnbKXS_14162-HRSCAF-16520_30602458","L.15",25.3875501201773,12.7019204789616,0,0,0.43956043956044,0.56043956043956
"174","ScnbKXS_14162-HRSCAF-16520_30541871","L.15",25.9370227881467,12.3050103205921,0.010989010989011,0,0.444444444444444,0.555555555555556
"175","ScnbKXS_14162-HRSCAF-16520_30195682","L.15",25.9370227881467,12.1244519920353,0,0,0.450549450549451,0.549450549450549
"176","ScnbKXS_14162-HRSCAF-16520_29592286","L.15",27.0361008736746,11.7404274941179,0.010989010989011,0,0.455555555555556,0.544444444444444
"177","ScnbKXS_14162-HRSCAF-16520_29406635","L.15",27.0361008736746,12.1244519920353,0,0,0.450549450549451,0.549450549450549
"178","ScnbKXS_7908-HRSCAF-9232_2361223","L.15",28.1351789592025,11.0554194211965,0,0,0.472527472527473,0.527472527472527
"179","ScnbKXS_7908-HRSCAF-9232_2370643","L.15",28.1351789592025,11.0554194211965,0,0,0.472527472527473,0.527472527472527
"180","ScnbKXS_7908-HRSCAF-9232_2923097","L.15",28.6846516271718,11.5756183061136,0,0,0.461538461538462,0.538461538461538
"181","ScnbKXS_7908-HRSCAF-9232_2924705","L.15",28.6846516271718,11.5756183061136,0,0,0.461538461538462,0.538461538461538
"182","ScnbKXS_14162-HRSCAF-16520_30005324","L.15",29.7837297126997,12.7019204789616,0,0,0.43956043956044,0.56043956043956
"183","ScnbKXS_7908-HRSCAF-9232_338994","L.15",42.7009982931594,29.6767895967222,0.010989010989011,0,0.222222222222222,0.777777777777778
"184","ScnbKXS_7908-HRSCAF-9232_2595027","L.15",54.2191929627398,31.2190917952761,0,0.230769230769231,0,0.769230769230769
"185","ScnbKXS_14162-HRSCAF-16520_32725516","L.15",62.0754204586524,28.3486942990668,0.021978021978022,0.258426966292135,0,0.741573033707865
"186","ScnbKXS_14162-HRSCAF-16520_35684539","L.15",77.3513578280333,6.74110940316861,0,0.263736263736264,0.252747252747253,0.483516483516484
"187","ScnbKXS_14162-HRSCAF-16520_42877195","L.15",83.2346996454238,6.64766667186,0.032967032967033,0.284090909090909,0.238636363636364,0.477272727272727
"188","ScnbKXS_14162-HRSCAF-16520_45358328","L.15",84.5856544140407,7.60980442179365,0.010989010989011,0.311111111111111,0.211111111111111,0.477777777777778
"189","ScnbKXS_14162-HRSCAF-16520_56896605","L.15",85.1538606909796,7.30249092323839,0.021978021978022,0.314606741573034,0.213483146067416,0.471910112359551
"190","ScnbKXS_14162-HRSCAF-16520_66007074","L.15",85.1538606909796,7.27936773644655,0.032967032967033,0.306818181818182,0.215909090909091,0.477272727272727
"191","ScnbKXS_14162-HRSCAF-16520_58199547","L.15",85.703333358949,8.02490298154196,0,0.32967032967033,0.197802197802198,0.472527472527473
"192","ScnbKXS_14162-HRSCAF-16520_67647218","L.15",94.1339787629368,22.2929701188203,0.021978021978022,0.337078651685393,0.0112359550561798,0.651685393258427
"193","ScnbKXS_14162-HRSCAF-16520_59289263","L.15",112.428781191181,10.2202377252287,0,0.549450549450549,0.21978021978022,0.230769230769231
"194","ScnbKXS_14162-HRSCAF-16520_56896610","L.15",112.97825385915,10.9981498191873,0,0.56043956043956,0.208791208791209,0.230769230769231
"195","ScnbKXS_14162-HRSCAF-16520_46886620","L.15",113.662899398899,10.9116488578192,0.032967032967033,0.568181818181818,0.215909090909091,0.215909090909091
"196","ScnbKXS_14162-HRSCAF-16520_46886771","L.15",113.662899398899,11.3459433397225,0.032967032967033,0.568181818181818,0.193181818181818,0.238636363636364
"197","ScnbKXS_14162-HRSCAF-16520_41747265","L.15",122.699918345059,19.0382013611858,0.021978021978022,0.584269662921348,0.0224719101123595,0.393258426966292
