marker,chr,pos
14162_24197274,L.10,6.251885192
14162_23222650,L.10,6.251885192
14162_23220860,L.10,6.251885192
14162_23222757,L.10,6.251885192
14162_23222946,L.10,6.251885192
14162_23223142,L.10,6.251885192
14162_23224367,L.10,6.251885192
14162_23227735,L.10,6.251885192
14162_24085292,L.10,6.251885192
14162_24094935,L.10,6.251885192
14162_24094971,L.10,6.251885192
14162_24166054,L.10,6.251885192
14162_23288764,L.10,6.820091469
14162_23176400,L.10,6.820091469
14162_23294073,L.10,6.820091469
14162_23295476,L.10,6.820091469
14162_23297832,L.10,6.820091469
14162_23288330,L.10,6.820091469
14162_23288838,L.10,6.820091469
14162_23295599,L.10,6.820091469
14162_23296581,L.10,6.820091469
14162_23341617,L.10,7.388297746
14162_23341801,L.10,7.388297746
14162_23341372,L.10,7.388297746
14162_23629394,L.10,7.956504023
14162_23589769,L.10,7.956504023
14162_23629457,L.10,7.956504023
14162_23631073,L.10,7.956504023
14162_23617113,L.10,7.956504023
14162_23589900,L.10,7.956504023
14162_23590779,L.10,7.956504023
14162_23591785,L.10,7.956504023
14162_23592026,L.10,7.956504023
14162_23617966,L.10,7.956504023
14162_23618068,L.10,7.956504023
14162_23618095,L.10,7.956504023
14162_23618279,L.10,7.956504023
14162_23629637,L.10,7.956504023
14162_23630455,L.10,7.956504023
14162_23631174,L.10,7.956504023
14162_23604628,L.10,7.956504023
14162_23605875,L.10,7.956504023
14162_23631190,L.10,7.956504023
14162_22742566,L.10,9.093063374
14162_22744635,L.10,9.661269651
14162_22744672,L.10,9.661269651
14162_22744693,L.10,9.661269651
14162_22744694,L.10,9.661269651
14162_22744350,L.10,9.661269651
14162_22742635,L.10,9.661269651
14162_22742636,L.10,9.661269651
14162_22264654,L.10,10.22947593
14162_22265151,L.10,10.22947593
14162_22266024,L.10,10.22947593
14162_22266050,L.10,10.22947593
14162_22266092,L.10,10.22947593
14162_22680510,L.10,10.22947593
14162_22680699,L.10,10.22947593
14162_22680896,L.10,10.22947593
14162_22586851,L.10,10.22947593
14162_22266433,L.10,10.22947593
14162_22586815,L.10,10.22947593
14162_22586899,L.10,10.22947593
14162_22680420,L.10,10.22947593
14162_22680105,L.10,10.22947593
14162_22680441,L.10,10.22947593
14162_22490541,L.10,13.30151755
14162_22490687,L.10,13.30151755
14162_22372607,L.10,13.86972382
14162_22372483,L.10,13.86972382
14162_22372504,L.10,13.86972382
14162_22379189,L.10,13.86972382
14162_22372597,L.10,13.86972382
14162_22379109,L.10,13.86972382
14162_22035194,L.10,15.57493007
14162_22035487,L.10,15.57493007
14162_22035508,L.10,15.57493007
14162_22035689,L.10,15.57493007
14162_22035704,L.10,15.57493007
14162_22036143,L.10,15.57493007
14162_22035385,L.10,15.57493007
14162_22033817,L.10,15.57493007
14162_21003555,L.10,16.14313635
14162_21003556,L.10,16.14313635
14162_21003596,L.10,16.14313635
14162_21013633,L.10,16.14313635
14162_21015519,L.10,16.14313635
14162_21015522,L.10,16.14313635
14162_21015732,L.10,16.14313635
14162_21015852,L.10,16.14313635
14162_21015885,L.10,16.14313635
14162_21015899,L.10,16.14313635
14162_21016410,L.10,16.14313635
14162_21017216,L.10,16.14313635
14162_21017463,L.10,16.14313635
14162_21606082,L.10,16.14313635
14162_21002268,L.10,16.14313635
14162_21003602,L.10,16.14313635
14162_21003654,L.10,16.14313635
14162_21003663,L.10,16.14313635
14162_21003666,L.10,16.14313635
14162_21016337,L.10,16.14313635
14162_21016365,L.10,16.14313635
14162_21016479,L.10,16.14313635
14162_21523512,L.10,16.14313635
14162_21525243,L.10,16.14313635
14162_21525377,L.10,16.14313635
14162_20908725,L.10,16.71134263
14162_20755077,L.10,17.84790198
14162_20740576,L.10,17.84790198
14162_20805484,L.10,17.84790198
14162_20755341,L.10,17.84790198
14162_20713562,L.10,17.84790198
14162_20741191,L.10,17.84790198
14162_20713620,L.10,17.84790198
14162_20713640,L.10,17.84790198
14162_20741145,L.10,17.84790198
14162_20741277,L.10,17.84790198
14162_20807396,L.10,17.84790198
14162_20671902,L.10,18.41610826
14162_20538363,L.10,18.41610826
14162_20665214,L.10,18.41610826
14162_20669171,L.10,18.41610826
14162_20669831,L.10,18.41610826
14162_20670677,L.10,18.41610826
14162_20538622,L.10,18.41610826
14162_20665211,L.10,18.41610826
14162_25099402,L.10,18.98431453
11131_15889611,L.10,18.98431453
14162_25076215,L.10,18.98431453
14162_25077019,L.10,18.98431453
14162_25095629,L.10,18.98431453
14162_25099440,L.10,18.98431453
14162_25136316,L.10,18.98431453
14162_20602886,L.10,18.98431453
11131_16005142,L.10,18.98431453
14162_20598325,L.10,18.98431453
14162_20603320,L.10,18.98431453
14162_25076163,L.10,18.98431453
14162_25077010,L.10,18.98431453
14162_25077078,L.10,18.98431453
14162_25077886,L.10,18.98431453
14162_25077997,L.10,18.98431453
14162_25078642,L.10,18.98431453
14162_25079095,L.10,18.98431453
14162_25093747,L.10,18.98431453
14162_25094378,L.10,18.98431453
14162_25099398,L.10,18.98431453
14162_25135100,L.10,18.98431453
14162_25136467,L.10,18.98431453
14162_25094337,L.10,18.98431453
14162_25093742,L.10,18.98431453
14162_25098727,L.10,18.98431453
14162_20500768,L.10,18.98431453
14162_20566632,L.10,18.98431453
14162_20506370,L.10,18.98431453
14162_19919566,L.10,19.55252081
14162_19810815,L.10,19.55252081
14162_19813782,L.10,19.55252081
14162_19918537,L.10,19.55252081
14162_19976967,L.10,19.55252081
14162_20174344,L.10,19.55252081
14162_20174364,L.10,19.55252081
14162_20174372,L.10,19.55252081
14162_20175362,L.10,19.55252081
14162_25076193,L.10,19.55252081
14162_19899843,L.10,19.55252081
14162_19813245,L.10,19.55252081
14162_19813251,L.10,19.55252081
14162_19891614,L.10,19.55252081
14162_19918897,L.10,19.55252081
14162_20039058,L.10,19.55252081
14162_20039610,L.10,19.55252081
14162_20040304,L.10,19.55252081
14162_20040440,L.10,19.55252081
14162_19892745,L.10,19.55252081
14162_19892716,L.10,19.55252081
14162_19919269,L.10,19.55252081
14162_19919338,L.10,19.55252081
14162_19305723,L.10,23.08109426
14162_19303822,L.10,23.08109426
14162_19305465,L.10,23.08109426
14162_19306177,L.10,23.08109426
14162_19305105,L.10,23.08109426
14162_19375450,L.10,23.08109426
14162_19375806,L.10,23.08109426
14162_19242591,L.10,23.64930054
14162_19244366,L.10,23.64930054
14162_19244417,L.10,23.64930054
14162_19241649,L.10,23.64930054
14162_19134966,L.10,24.78585989
14162_19144324,L.10,24.78585989
14162_19144954,L.10,24.78585989
14162_18888497,L.10,24.78585989
14162_19134894,L.10,24.78585989
14162_18816380,L.10,25.35406617
14162_18816368,L.10,25.35406617
14162_18818489,L.10,25.35406617
14162_18816563,L.10,25.35406617
14162_18817868,L.10,25.35406617
14162_18817880,L.10,25.35406617
14162_18817881,L.10,25.35406617
14162_18817940,L.10,25.35406617
14162_18817961,L.10,25.35406617
14162_18758451,L.10,25.35406617
14162_18529515,L.10,25.92227244
14162_18461174,L.10,25.92227244
14162_18529530,L.10,25.92227244
14162_18529544,L.10,25.92227244
14162_18529958,L.10,25.92227244
14162_18532825,L.10,25.92227244
14162_18532981,L.10,25.92227244
14162_18533075,L.10,25.92227244
14162_18533086,L.10,25.92227244
14162_18533144,L.10,25.92227244
14162_18531301,L.10,25.92227244
14162_18533019,L.10,25.92227244
14162_18533110,L.10,25.92227244
14162_18533141,L.10,25.92227244
14162_17296941,L.10,28.1965669
14162_17293722,L.10,28.1965669
14162_17294473,L.10,28.1965669
14162_17294480,L.10,28.1965669
14162_17294562,L.10,28.1965669
14162_17295410,L.10,28.1965669
14162_17296996,L.10,28.1965669
14162_17344290,L.10,28.1965669
14162_17344599,L.10,28.1965669
14162_17344751,L.10,28.1965669
14162_17351072,L.10,28.1965669
14162_17351836,L.10,28.1965669
14162_17351854,L.10,28.1965669
14162_17351893,L.10,28.1965669
14162_17433639,L.10,28.1965669
14162_17696487,L.10,28.1965669
14162_17342756,L.10,28.1965669
14162_17294286,L.10,28.1965669
14162_17294422,L.10,28.1965669
14162_17294565,L.10,28.1965669
14162_17294898,L.10,28.1965669
14162_17295081,L.10,28.1965669
14162_17295165,L.10,28.1965669
14162_17295738,L.10,28.1965669
14162_17295771,L.10,28.1965669
14162_17295858,L.10,28.1965669
14162_17343017,L.10,28.1965669
14162_17344494,L.10,28.1965669
14162_17344773,L.10,28.1965669
14162_17347730,L.10,28.1965669
14162_17348986,L.10,28.1965669
14162_17349710,L.10,28.1965669
14162_17430143,L.10,28.1965669
14162_17430866,L.10,28.1965669
14162_17433406,L.10,28.1965669
14162_17350424,L.10,28.1965669
14162_17696636,L.10,28.1965669
14162_17370030,L.10,28.76477317
14162_16392844,L.10,33.20825243
14162_16393925,L.10,33.20825243
14162_16849842,L.10,33.20825243
14162_16849843,L.10,33.20825243
14162_16850491,L.10,33.20825243
14162_16428503,L.10,33.20825243
14162_16676957,L.10,33.20825243
14162_15423731,L.10,35.02723628
14162_15423491,L.10,35.02723628
14162_15777920,L.10,35.02723628
14162_15779336,L.10,35.02723628
14162_15841442,L.10,35.02723628
14162_15841448,L.10,35.02723628
14162_15423368,L.10,35.02723628
14162_15779594,L.10,35.02723628
14162_15780237,L.10,35.02723628
14162_15841445,L.10,35.02723628
14162_15841896,L.10,35.02723628
14162_15842129,L.10,35.02723628
14162_14623121,L.10,35.59544256
14162_14436200,L.10,35.59544256
14162_14436456,L.10,35.59544256
14162_14437921,L.10,35.59544256
14162_14627708,L.10,35.59544256
14162_15092535,L.10,35.59544256
14162_14436073,L.10,35.59544256
14162_14438664,L.10,35.59544256
14162_14623043,L.10,35.59544256
14162_14624209,L.10,35.59544256
14162_15092824,L.10,35.59544256
14162_14386933,L.10,36.16364884
14162_14386684,L.10,36.16364884
14162_14386924,L.10,36.16364884
14162_14387248,L.10,36.16364884
14162_13807407,L.10,37.86885509
14162_13810666,L.10,37.86885509
14162_13810690,L.10,37.86885509
14162_13810693,L.10,37.86885509
14162_13810627,L.10,37.86885509
14162_13810813,L.10,37.86885509
14162_13810848,L.10,37.86885509
14162_13236929,L.10,38.43706137
14162_13236794,L.10,38.43706137
14162_13237129,L.10,38.43706137
14162_13369631,L.10,38.43706137
14162_13374523,L.10,38.43706137
14162_13374859,L.10,38.43706137
14162_13237866,L.10,38.43706137
14162_13236980,L.10,38.43706137
14162_13237343,L.10,38.43706137
14162_13237533,L.10,38.43706137
14162_13237593,L.10,38.43706137
14162_13239002,L.10,38.43706137
14162_13239253,L.10,38.43706137
14162_13240418,L.10,38.43706137
14162_13240439,L.10,38.43706137
14162_13250615,L.10,38.43706137
14162_13239453,L.10,38.43706137
14162_13239271,L.10,38.43706137
14162_13252265,L.10,38.43706137
14162_13369150,L.10,38.43706137
14162_13369214,L.10,38.43706137
14162_13369448,L.10,38.43706137
14162_13370407,L.10,38.43706137
14162_13370524,L.10,38.43706137
14162_13370527,L.10,38.43706137
14162_13370575,L.10,38.43706137
14162_13370986,L.10,38.43706137
14162_13371268,L.10,38.43706137
14162_13372507,L.10,38.43706137
14162_13373465,L.10,38.43706137
14162_13155976,L.10,39.00526764
14162_13156073,L.10,39.00526764
14162_13165887,L.10,39.00526764
14162_12349371,L.10,39.57347392
14162_12284009,L.10,39.57347392
14162_12351049,L.10,39.57347392
14162_12555788,L.10,39.57347392
14162_12903475,L.10,39.57347392
14162_12904874,L.10,39.57347392
14162_12909415,L.10,39.57347392
14162_12911259,L.10,39.57347392
14162_12919310,L.10,39.57347392
14162_12225140,L.10,39.57347392
14162_12284645,L.10,39.57347392
14162_12285170,L.10,39.57347392
14162_12315050,L.10,39.57347392
14162_12315109,L.10,39.57347392
14162_12903637,L.10,39.57347392
14162_12903667,L.10,39.57347392
14162_12904269,L.10,39.57347392
14162_12906284,L.10,39.57347392
14162_12919047,L.10,39.57347392
14162_13151707,L.10,39.57347392
14162_12350427,L.10,39.57347392
14162_12522684,L.10,39.57347392
14162_12523500,L.10,39.57347392
14162_12524129,L.10,39.57347392
14162_12549335,L.10,39.57347392
14162_12743132,L.10,39.57347392
14162_12743189,L.10,39.57347392
14162_12743303,L.10,39.57347392
14162_12743386,L.10,39.57347392
14162_12743544,L.10,39.57347392
14162_12743872,L.10,39.57347392
14162_12802233,L.10,39.57347392
14162_11984613,L.10,40.1416802
14162_11789951,L.10,40.1416802
14162_11847945,L.10,40.1416802
14162_11848747,L.10,40.1416802
14162_11866807,L.10,40.1416802
14162_11866808,L.10,40.1416802
14162_11868231,L.10,40.1416802
14162_11936768,L.10,40.1416802
14162_11984149,L.10,40.1416802
14162_12015276,L.10,40.1416802
14162_12015524,L.10,40.1416802
14162_12015578,L.10,40.1416802
14162_12015593,L.10,40.1416802
14162_12016103,L.10,40.1416802
14162_12016604,L.10,40.1416802
14162_12018996,L.10,40.1416802
14162_12019008,L.10,40.1416802
14162_12019020,L.10,40.1416802
14162_12019059,L.10,40.1416802
14162_12019149,L.10,40.1416802
14162_12019371,L.10,40.1416802
14162_12019783,L.10,40.1416802
14162_12019901,L.10,40.1416802
14162_12019906,L.10,40.1416802
14162_12019915,L.10,40.1416802
14162_12171808,L.10,40.1416802
14162_12172649,L.10,40.1416802
14162_12172696,L.10,40.1416802
14162_12172911,L.10,40.1416802
14162_12180869,L.10,40.1416802
14162_12182651,L.10,40.1416802
14162_12182655,L.10,40.1416802
14162_13044951,L.10,40.1416802
14162_11984128,L.10,40.1416802
14162_11790528,L.10,40.1416802
14162_11790587,L.10,40.1416802
14162_11790634,L.10,40.1416802
14162_11984185,L.10,40.1416802
14162_12172968,L.10,40.1416802
14162_11848532,L.10,40.1416802
14162_11848920,L.10,40.1416802
14162_11849249,L.10,40.1416802
14162_12080754,L.10,40.1416802
14162_12173498,L.10,40.1416802
14162_12180647,L.10,40.1416802
14162_12180653,L.10,40.1416802
14162_12180941,L.10,40.1416802
14162_12180956,L.10,40.1416802
14162_11290510,L.10,40.70988647
14162_11290454,L.10,40.70988647
14162_11290512,L.10,40.70988647
14162_11290522,L.10,40.70988647
14162_11291049,L.10,40.70988647
14162_11564957,L.10,40.70988647
14162_11565837,L.10,40.70988647
14162_11566093,L.10,40.70988647
14162_11315888,L.10,40.70988647
14162_11199433,L.10,41.84644583
14162_11198206,L.10,41.84644583
14162_11198996,L.10,41.84644583
14162_11199950,L.10,41.84644583
14162_11200001,L.10,41.84644583
14162_11200212,L.10,41.84644583
14162_11431731,L.10,41.84644583
14162_11429650,L.10,41.84644583
14162_11411438,L.10,41.84644583
14162_11411790,L.10,41.84644583
14162_11412115,L.10,41.84644583
14162_11412116,L.10,41.84644583
14162_11429653,L.10,41.84644583
14162_11198137,L.10,41.84644583
14162_11060404,L.10,42.4146521
14162_9636693,L.10,42.98285838
14162_9636682,L.10,42.98285838
14162_9638143,L.10,42.98285838
14162_9638152,L.10,42.98285838
14162_9638175,L.10,42.98285838
14162_9640882,L.10,42.98285838
14162_9660305,L.10,42.98285838
14162_9660465,L.10,42.98285838
14162_9660620,L.10,42.98285838
14162_9660780,L.10,42.98285838
14162_9661735,L.10,42.98285838
14162_9664423,L.10,42.98285838
14162_9664482,L.10,42.98285838
14162_9664484,L.10,42.98285838
14162_9676182,L.10,42.98285838
14162_9676388,L.10,42.98285838
14162_9676538,L.10,42.98285838
14162_9676796,L.10,42.98285838
14162_9676858,L.10,42.98285838
14162_10030806,L.10,42.98285838
14162_10033423,L.10,42.98285838
14162_10037332,L.10,42.98285838
14162_10038051,L.10,42.98285838
14162_10438290,L.10,42.98285838
14162_10439888,L.10,42.98285838
14162_9638133,L.10,42.98285838
14162_9638814,L.10,42.98285838
14162_10032929,L.10,42.98285838
14162_10431469,L.10,42.98285838
14162_10431522,L.10,42.98285838
14162_10431572,L.10,42.98285838
14162_10431806,L.10,42.98285838
14162_10431928,L.10,42.98285838
14162_10432098,L.10,42.98285838
14162_9660995,L.10,42.98285838
14162_9662587,L.10,42.98285838
14162_9662693,L.10,42.98285838
14162_9662783,L.10,42.98285838
14162_9676372,L.10,42.98285838
14162_9676757,L.10,42.98285838
14162_9677723,L.10,42.98285838
14162_10037445,L.10,42.98285838
14162_10415315,L.10,42.98285838
14162_10419699,L.10,42.98285838
14162_10431781,L.10,42.98285838
14162_10435129,L.10,42.98285838
14162_10438029,L.10,42.98285838
14162_10438045,L.10,42.98285838
14162_10438048,L.10,42.98285838
14162_10438051,L.10,42.98285838
14162_10419927,L.10,42.98285838
14162_10419733,L.10,42.98285838
14162_10420050,L.10,42.98285838
14162_9229133,L.10,43.55106466
14162_9111400,L.10,43.55106466
14162_9113876,L.10,43.55106466
14162_9113941,L.10,43.55106466
14162_9161101,L.10,43.55106466
14162_9161292,L.10,43.55106466
14162_9231650,L.10,43.55106466
14162_9337064,L.10,43.55106466
14162_9228766,L.10,43.55106466
14162_9229084,L.10,43.55106466
14162_9229137,L.10,43.55106466
14162_9230653,L.10,43.55106466
14162_9044573,L.10,44.11927093
14162_8825207,L.10,44.11927093
14162_8894274,L.10,44.11927093
14162_8894290,L.10,44.11927093
14162_8895177,L.10,44.11927093
14162_8929391,L.10,44.11927093
14162_9042466,L.10,44.11927093
14162_9042514,L.10,44.11927093
14162_9042534,L.10,44.11927093
14162_9042535,L.10,44.11927093
14162_9046119,L.10,44.11927093
14162_9046733,L.10,44.11927093
14162_9046862,L.10,44.11927093
14162_8895208,L.10,44.11927093
14162_9045856,L.10,44.11927093
14162_8298541,L.10,44.68747721
14162_8298808,L.10,44.68747721
14162_8301469,L.10,44.68747721
14162_8301516,L.10,44.68747721
14162_8301919,L.10,44.68747721
14162_8302291,L.10,44.68747721
14162_8303310,L.10,44.68747721
14162_8303593,L.10,44.68747721
14162_8303821,L.10,44.68747721
14162_8343539,L.10,44.68747721
14162_8342738,L.10,44.68747721
14162_8457988,L.10,44.68747721
14162_8458069,L.10,44.68747721
14162_8458075,L.10,44.68747721
14162_8458107,L.10,44.68747721
14162_7131594,L.10,45.25568349
14162_5488861,L.10,45.25568349
14162_7137353,L.10,45.25568349
14162_5589171,L.10,45.25568349
14162_5588247,L.10,45.25568349
14162_5589409,L.10,45.25568349
14162_6137025,L.10,45.25568349
14162_6137147,L.10,45.25568349
14162_6258472,L.10,45.25568349
14162_6379305,L.10,45.25568349
14162_6385965,L.10,45.25568349
14162_6545358,L.10,45.25568349
14162_6669438,L.10,45.25568349
14162_6674058,L.10,45.25568349
14162_6734279,L.10,45.25568349
14162_6736553,L.10,45.25568349
14162_6736838,L.10,45.25568349
14162_7090714,L.10,45.25568349
14162_7090752,L.10,45.25568349
14162_7091953,L.10,45.25568349
14162_7091971,L.10,45.25568349
14162_7091980,L.10,45.25568349
14162_7093202,L.10,45.25568349
14162_7093238,L.10,45.25568349
14162_7136274,L.10,45.25568349
14162_7136964,L.10,45.25568349
14162_7175931,L.10,45.25568349
14162_7217821,L.10,45.25568349
14162_7222092,L.10,45.25568349
14162_7663836,L.10,45.25568349
14162_7664214,L.10,45.25568349
14162_7664222,L.10,45.25568349
14162_7664546,L.10,45.25568349
14162_7667402,L.10,45.25568349
14162_7672100,L.10,45.25568349
14162_7672107,L.10,45.25568349
14162_7848350,L.10,45.25568349
14162_7974890,L.10,45.25568349
14162_7980193,L.10,45.25568349
14162_8102980,L.10,45.25568349
14162_8147820,L.10,45.25568349
14162_8147918,L.10,45.25568349
14162_7137069,L.10,45.25568349
14162_8093097,L.10,45.25568349
14162_8102620,L.10,45.25568349
14162_6516621,L.10,45.25568349
14162_5493490,L.10,45.25568349
14162_4189151,L.10,46.39224284
14162_4385076,L.10,46.39224284
14162_3939440,L.10,46.96044912
14162_1971121,L.10,48.09700847
14162_1971203,L.10,48.09700847
14162_2121943,L.10,48.09700847
14162_2122724,L.10,48.09700847
14162_2382247,L.10,48.09700847
14162_2383227,L.10,48.09700847
14162_2383427,L.10,48.09700847
14162_2384597,L.10,48.09700847
14162_1972432,L.10,48.09700847
14162_3063065,L.10,48.66521474
14162_3063266,L.10,48.66521474
14162_3118937,L.10,48.66521474
14162_3119313,L.10,48.66521474
14162_3559061,L.10,48.66521474
14162_3063876,L.10,48.66521474
14162_3120340,L.10,48.66521474
14162_3121427,L.10,48.66521474
14162_3556114,L.10,48.66521474
14162_375999,L.10,49.8017741
14162_376160,L.10,49.8017741
14162_376986,L.10,49.8017741
14162_377226,L.10,49.8017741
14162_377352,L.10,49.8017741
14162_377376,L.10,49.8017741
14162_377423,L.10,49.8017741
14162_377613,L.10,49.8017741
14162_377721,L.10,49.8017741
14162_497282,L.10,49.8017741
14162_497740,L.10,49.8017741
14162_497755,L.10,49.8017741
14162_1038434,L.10,49.8017741
14162_1038658,L.10,49.8017741
14162_1039148,L.10,49.8017741
14162_1968976,L.10,49.8017741
14162_1813214,L.10,49.8017741
14162_1813280,L.10,49.8017741
1784_14417038,L.10,50.36998037
1784_14301422,L.10,50.36998037
1784_14417268,L.10,50.36998037
1784_14419198,L.10,50.36998037
1784_14448223,L.10,50.36998037
8275_1908807,L.10,50.36998037
8275_1908945,L.10,50.36998037
8275_1909940,L.10,50.36998037
8275_1910841,L.10,50.36998037
1784_14301494,L.10,50.36998037
1784_13262170,L.10,50.93818665
1784_13262173,L.10,50.93818665
1784_13262209,L.10,50.93818665
1784_13262211,L.10,50.93818665
1784_13262507,L.10,50.93818665
1784_13262349,L.10,50.93818665
1784_13264023,L.10,50.93818665
1784_13266127,L.10,50.93818665
1784_13266525,L.10,50.93818665
1784_13266644,L.10,50.93818665
1784_13269447,L.10,50.93818665
1784_13270110,L.10,50.93818665
1784_13288714,L.10,50.93818665
1784_13289887,L.10,50.93818665
1784_13369683,L.10,50.93818665
1784_13677532,L.10,50.93818665
1784_13677546,L.10,50.93818665
1784_13679656,L.10,50.93818665
1784_13838097,L.10,50.93818665
1784_13843726,L.10,50.93818665
1784_13895183,L.10,50.93818665
1784_14046609,L.10,50.93818665
1784_14047253,L.10,50.93818665
1784_14048385,L.10,50.93818665
1784_14048575,L.10,50.93818665
1784_14125359,L.10,50.93818665
1784_14127870,L.10,50.93818665
1784_14128069,L.10,50.93818665
1784_15058709,L.10,50.93818665
1784_15059486,L.10,50.93818665
1784_15059543,L.10,50.93818665
1784_15059929,L.10,50.93818665
1784_15060117,L.10,50.93818665
1784_15156162,L.10,50.93818665
1784_15156763,L.10,50.93818665
1784_15388708,L.10,50.93818665
1784_15433141,L.10,50.93818665
1784_15492820,L.10,50.93818665
1784_14125834,L.10,50.93818665
1784_14128152,L.10,50.93818665
1784_16247243,L.10,52.074746
1784_16246173,L.10,52.074746
1784_16247774,L.10,52.074746
1784_16964681,L.10,52.074746
1784_16965159,L.10,52.074746
1784_16965315,L.10,52.074746
1784_16965364,L.10,52.074746
1784_16965382,L.10,52.074746
1784_16965392,L.10,52.074746
1784_17043899,L.10,52.074746
1784_17046895,L.10,52.074746
1784_17050836,L.10,52.074746
1784_17051849,L.10,52.074746
1784_17053298,L.10,52.074746
1784_17053483,L.10,52.074746
1784_17053671,L.10,52.074746
1784_17081829,L.10,52.074746
1784_17158158,L.10,52.074746
1784_17158263,L.10,52.074746
1784_17158428,L.10,52.074746
1784_17171627,L.10,52.074746
1784_17171906,L.10,52.074746
1784_17172883,L.10,52.074746
1784_17174591,L.10,52.074746
1784_17175229,L.10,52.074746
1784_17177726,L.10,52.074746
1784_17286901,L.10,52.074746
1784_17287008,L.10,52.074746
1784_17288155,L.10,52.074746
1784_17341323,L.10,52.074746
1784_17341622,L.10,52.074746
1784_18071537,L.10,52.074746
1784_18671567,L.10,52.074746
1784_18672265,L.10,52.074746
1784_19277760,L.10,52.074746
1784_19346646,L.10,52.074746
1784_19350800,L.10,52.074746
1784_19350801,L.10,52.074746
1784_19350802,L.10,52.074746
1784_19350826,L.10,52.074746
1784_19351190,L.10,52.074746
1784_20607929,L.10,52.074746
1784_20610391,L.10,52.074746
1784_20637036,L.10,52.074746
1784_20637284,L.10,52.074746
1784_16247732,L.10,52.074746
1784_17052827,L.10,52.074746
1784_17054243,L.10,52.074746
1784_17054582,L.10,52.074746
1784_18671025,L.10,52.074746
1784_20667175,L.10,52.074746
1784_16839197,L.10,52.074746
1784_17054505,L.10,52.074746
1784_20665214,L.10,52.64295228
1784_20665145,L.10,52.64295228
1784_21348334,L.10,52.64295228
1784_21630277,L.10,52.64295228
1784_21632160,L.10,52.64295228
1784_20666182,L.10,52.64295228
1784_20666215,L.10,52.64295228
1784_20667256,L.10,52.64295228
1784_21344857,L.10,52.64295228
1784_940109,L.10,53.21115856
1784_854674,L.10,53.21115856
1784_939312,L.10,53.21115856
1784_939412,L.10,53.21115856
1784_939437,L.10,53.21115856
1784_939542,L.10,53.21115856
1784_940148,L.10,53.21115856
1784_940181,L.10,53.21115856
1784_940187,L.10,53.21115856
1784_940211,L.10,53.21115856
1784_940397,L.10,53.21115856
1784_940399,L.10,53.21115856
1784_940584,L.10,53.21115856
